block,rms_mean,rms_std,height_mean,height_std
1,0.8041986608858911,0.20016040344606253,0.008710919041483987,0.0035145734645538372
2,11.178290088894348,2.2647622860401024,0.225554528413362,0.05363539335957905
3,3.5787077197145694,0.9274884828305883,0.046088570952126956,0.013280648988985256
4,6.80259461595816,2.4143918396783737,0.05616695896873139,0.019041685526225538
5,12.564370771432811,1.8994815449657134,0.31506155709768274,0.054689693244830966
