site,date,pointID,sub,status,time,region,depth,dhw,mean_dhw,max_dhw
1-Oct,8/14/2019,Porites compressa_527_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_519_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_290_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_537_1_10,Porites compressa,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_553_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_582_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_586_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_563_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_467_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_542_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_463_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_466_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_81_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_585_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_546_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_512_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_518_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_44_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_292_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_474_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_554_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_549_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_569_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_91_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_92_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_574_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_511_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_119_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_105_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_122_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_133_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_137_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_68_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_70_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_146_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_84_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_319_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_327_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_333_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_113_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_41_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_461_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_450_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_190_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_203_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_470_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_208_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_476_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_76_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_167_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_173_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_176_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_509_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_111_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_31_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_35_1_10,Porites compressa,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_43_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_282_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_348_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_49_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_306_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_314_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_318_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_384_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_403_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_570_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_259_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_103_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_338_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_342_1_10,Montipora capitata,3,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_346_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_15_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_587_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_593_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_600_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_154_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_221_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_224_1_10,Porites compressa,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_423_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_335_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_452_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_438_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_182_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_277_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_633_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_207_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_349_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_212_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_494_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_73_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_605_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_390_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_495_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_251_1_10,Porites compressa,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_25_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_274_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_636_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_144_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_378_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_336_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_56_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_398_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_399_1_10,Porites compressa,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_357_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_361_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_16_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_353_1_10,Porites compressa,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_227_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_180_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_139_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_377_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_228_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_428_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_246_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_431_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Porites compressa_610_1_10,Porites compressa,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_371_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_20_1_10,Montipora capitata,1,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_625_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_365_1_10,Montipora capitata,2,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,8/14/2019,Montipora capitata_612_1_10,Montipora capitata,0,1,1,3,1.603893494,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_512_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_593_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_616_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_600_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_625_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_349_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_198_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_139_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_511_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_509_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_587_1_10,Porites compressa,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_24_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_542_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_41_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_607_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_612_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_586_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_144_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_146_1_10,Porites compressa,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_636_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_519_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_91_1_10,Montipora capitata,3,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_495_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_518_1_10,Montipora capitata,3,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_154_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_610_1_10,Porites compressa,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_357_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_549_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_494_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_190_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_546_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_182_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_605_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_111_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_423_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_203_1_10,Porites compressa,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_133_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_377_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_224_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_137_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_180_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_585_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_16_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_282_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_290_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_292_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_306_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_314_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_527_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_537_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_49_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_378_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_633_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_570_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_176_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_76_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_84_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_348_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_428_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_103_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_105_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_361_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_365_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_371_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_553_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_384_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_259_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_476_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_398_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_399_1_10,Porites compressa,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_346_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_70_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_431_1_10,Montipora capitata,3,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_207_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_208_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_227_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_228_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_122_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_251_1_10,Porites compressa,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_563_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_173_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_15_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_277_1_10,Montipora capitata,3,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_73_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_43_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_25_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_31_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_35_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_466_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_44_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_319_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_68_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_470_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_554_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_574_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_342_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_438_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_450_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_113_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_119_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Porites compressa_461_1_10,Porites compressa,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_246_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_467_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_390_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_274_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_335_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_327_1_10,Montipora capitata,1,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_212_1_10,Montipora capitata,0,2,1,3,4.922176928,3.092126439,4.922176928
1-Oct,9/17/2019,Montipora capitata_221_1_10,Montipora capitata,2,2,1,3,4.922176928,3.092126439,4.922176928
